"year","month","date","shipname","category","commodity","species","landings","catches","value","price"
2007,6,2007-06-01,"ARKOSICHIAPAS","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",194224,194224,1165344,6
2007,6,2007-06-01,"ASDEOROS","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",180,198,5940,33
2007,6,2007-06-01,"ATUN8","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",63895,63895,447265,7
2007,6,2007-06-01,"ATUN8","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",8406,8406,50436,6
2007,6,2007-06-01,"AZTECA10","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",4271,4271,21355,5
2007,6,2007-06-01,"AZTECA3","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",297546,297546,1487730,5
2007,6,2007-06-01,"AZTECA4","Atun","Atun patudo ent. fco.","Thunnus obesus",1012,1012,5060,5
2007,6,2007-06-01,"AZTECA4","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",200,200,1000,5
2007,6,2007-06-01,"CARTADEDECES","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",346766,346766,2774128,8
2007,6,2007-06-01,"CARTADEDECES","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",12581,12581,75486,6
2007,6,2007-06-01,"CENTAURODELNORTE","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",35,38.5,700,20
2007,6,2007-06-01,"CORINADELMAR","Bonito","Bonito ent. fco.","Euthynnus alletteratus",40,40,400,10
2007,6,2007-06-01,"DAMASTA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",180,198,5940,33
2007,6,2007-06-01,"DONNACRISTINA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",15000,15000,225000,15
2007,6,2007-06-01,"DONNACRISTINA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",6000,6000,90000,15
2007,6,2007-06-01,"DONRODO3","Atun","Atun ent. fco.","Thunnus spp",281,281,4215,15
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",170,170,2720,16
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",1300,1300,13000,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",3891,3891,31128,8
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",42,46.2,1260,30
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",251,276.1,2259,9
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun aleta azul de cultivo ent. fco.","Thunnus orientalis",3046,3046,91380,30
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun desv. fco.","Thunnus spp",50,55,500,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",35,35,700,20
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",130,130,2470,19
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",287,287,5740,20
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",495,495,495,1
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",500,500,4000,8
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",1180,1180,17700,15
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",1500,1500,15000,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",2100,2100,22600,11
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",4500,4500,67500,15
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",5090,5090,40720,8
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",5187,5187,51870,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",5215,5215,114525,22
2007,6,2007-06-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",8400,8400,151200,18
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",40,40,120,3
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",71,71,142,2
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",100,100,400,4
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",180,180,2160,12
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",200,200,400,2
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",200,200,2000,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",380,380,1900,5
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",850,850,8500,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1100,1100,27500,25
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",2300,2300,23000,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",2500,2500,25000,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",6523,6523,65230,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",23000,23000,92000,4
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",65,65,780,12
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",100,100,1200,12
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",180,180,1800,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",215,215,860,4
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",300,300,3000,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",368,368,1855,5
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",450,450,15750,35
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",700,700,8400,12
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",1572,1572,6288,4
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",2436,2436,24222,10
2007,6,2007-06-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",2579,2579,5817.5,2
2007,6,2007-06-01,"ENSENADA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",70000,70000,840000,12
2007,6,2007-06-01,"ENSENADA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",5000,5000,50000,10
2007,6,2007-06-01,"ENSENADA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",255000,255000,2550000,10
2007,6,2007-06-01,"JAGUAR","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",458690,458690,3669520,8
2007,6,2007-06-01,"JAGUAR","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",6500,6500,13000,2
2007,6,2007-06-01,"LAVICTORIA","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",37000,37000,222000,6
2007,6,2007-06-01,"LUCINAELENA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",190,209,1520,8
2007,6,2007-06-01,"MACEL","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",265350,265350,2388150,9
2007,6,2007-06-01,"MACEL","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",140432,140432,842592,6
2007,6,2007-06-01,"MACEL","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",26681,26681,106724,4
2007,6,2007-06-01,"MAZATUN","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",548377,548377,2741885,5
2007,6,2007-06-01,"MAZATUN","Atun","Atun patudo ent. fco.","Thunnus obesus",29645,29645,148225,5
2007,6,2007-06-01,"MAZATUN","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",404919,404919,2024595,5
2007,6,2007-06-01,"MAZCU1","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",10227,11249.7,81816,8
2007,6,2007-06-01,"MOLLYN","Atun","Atun ent. fco.","Thunnus spp",26431,26431,158586,6
2007,6,2007-06-01,"MOLLYN","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",469,469,2814,6
2007,6,2007-06-01,"MONICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",72216,72216,505512,7
2007,6,2007-06-01,"NAIR2","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",248568,248568,2982816,12
2007,6,2007-06-01,"NAIR2","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",584020,584020,3504120,6
2007,6,2007-06-01,"NAIR2","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",4965,4965,9930,2
2007,6,2007-06-01,"NAIR3","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",96498,96498,192996,2
2007,6,2007-06-01,"SANRAFAEL","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",29000,29000,174000,6
2007,6,2007-06-01,"SANURIEL","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",26000,26000,156000,6
2007,6,2007-06-01,"SOLIDARIDADLR","Bonito","Bonito ent. fco.","Euthynnus alletteratus",1070,1070,4280,4
2007,6,2007-06-01,"THERESAJANENE","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",27414,27414,301554,11
2007,6,2007-06-01,"THERESAJANENE","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",51156,51156,409248,8
2007,6,2007-06-01,"VICTORIAEUGENIA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",180,198,5940,33
2007,6,2007-06-01,"VIZCAINO","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",43000,43000,258000,6
2007,7,2007-07-01,"AGUILADESCALZA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",344582,344582,1722910,5
2007,7,2007-07-01,"ATUN1","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",14510,14510,116080,8
2007,7,2007-07-01,"ATUN1","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",269219,269219,1346095,5
2007,7,2007-07-01,"AZTECA12","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",57054,57054,285270,5
2007,7,2007-07-01,"AZTECA12","Bonito","Bonito ent. fco.","Euthynnus alletteratus",630975,630975,3154875,5
2007,7,2007-07-01,"AZTECA2","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",469796,469796,2348980,5
2007,7,2007-07-01,"AZTECA2","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",458331,458331,2291655,5
2007,7,2007-07-01,"AZTECA6","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",287631,287631,1438155,5
2007,7,2007-07-01,"AZTECA6","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",668574,668574,3342870,5
2007,7,2007-07-01,"AZTECA8","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",648403,648403,3242015,5
2007,7,2007-07-01,"AZTECA8","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",139408,139408,697040,5
2007,7,2007-07-01,"AZTECA9","Bonito","Bonito ent. fco.","Euthynnus alletteratus",563023,563023,2815115,5
2007,7,2007-07-01,"BONNIE","Atun","Albacora ent. fca.","Thunnus alalunga",12000,12000,96000,8
2007,7,2007-07-01,"BONNIE","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",70000,70000,560000,8
2007,7,2007-07-01,"BONNIE","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",103000,103000,1030000,10
2007,7,2007-07-01,"BUENAVENTURA1","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",237000,237000,2370000,10
2007,7,2007-07-01,"CAMILA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",344525,344525,1722625,5
2007,7,2007-07-01,"CONSTANZA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",113000,113000,1356000,12
2007,7,2007-07-01,"DAMASTA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",70,77,2310,33
2007,7,2007-07-01,"ELDORADO","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",461773,461773,2308865,5
2007,7,2007-07-01,"ELDORADO","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",460069,460069,2300345,5
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",1500,1500,15000,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",69,75.9,1242,18
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",139,152.9,1251,9
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",300,300,4500,15
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun aleta azul de cultivo desv. fco.","Thunnus orientalis",87.45,96.195,2623.5,30
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",60,60,60,1
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",80,80,1600,20
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",475,475,9500,20
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",920,920,27600,30
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",2900,2900,29000,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",3000,3000,45000,15
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",4194,4194,33552,8
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",4600,4600,36800,8
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",4755,4755,47550,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",5950,5950,140750,24
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",30,30,150,5
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",210,210,2520,12
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",300,300,6000,20
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",490,490,4900,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",500,500,500,1
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",600,600,1800,3
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",800,800,8000,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",900,900,18000,20
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1100,1100,27500,25
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1460,1460,7300,5
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1550,1550,26750,17
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",2600,2600,26000,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",3430,3430,17150,5
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",3942,3942,39420,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",13000,13000,52000,4
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",1000,1000,10000,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",4000,4000,16000,4
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",30,30,150,5
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",31,31,155,5
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",45,45,540,12
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",60,60,480,8
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",70,70,980,14
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",85,85,510,6
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",110,110,770,7
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",125,125,750,6
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",175,175,1750,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",200,200,2000,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",200,200,7000,35
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",406,406,4060,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",670,670,3350,5
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",850,850,8500,10
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",947,947,3788,4
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",950,950,7600,8
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",5063,5063,20252,4
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",23788,23788,37755,2
2007,7,2007-07-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",38457,38457,96142.5,2
2007,7,2007-07-01,"ENSENADA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",68000,68000,816000,12
2007,7,2007-07-01,"ENSENADA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",7000,7000,70000,10
2007,7,2007-07-01,"ENSENADA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",258000,258000,2580000,10
2007,7,2007-07-01,"FRANZ","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",514750,514750,2573750,5
2007,7,2007-07-01,"FRANZ","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",629676,629676,3148380,5
2007,7,2007-07-01,"HANNA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",498864,498864,2494320,5
2007,7,2007-07-01,"HANNA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",304395,304395,1521975,5
2007,7,2007-07-01,"HANNA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",338228,338228,1691140,5
2007,7,2007-07-01,"JEANNINE","Atun","Albacora ent. fca.","Thunnus alalunga",600,600,3000,5
2007,7,2007-07-01,"JEANNINE","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",58000,58000,464000,8
2007,7,2007-07-01,"JEANNINE","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",235000,235000,2820000,12
2007,7,2007-07-01,"LAVICTORIA","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",21000,21000,126000,6
2007,7,2007-07-01,"LUCINAELENA","Atun","Atun aleta amarilla desv, desc fco","Thunnus albacares",130,156,1300,10
2007,7,2007-07-01,"LUPEDELMAR","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",64000,64000,768000,12
2007,7,2007-07-01,"MARIAANTONIETA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",179000,179000,2148000,12
2007,7,2007-07-01,"MARIAGABRIELA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",63834,63834,766008,12
2007,7,2007-07-01,"MARIAGABRIELA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",82320,82320,823200,10
2007,7,2007-07-01,"MARIALUISA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",83000,83000,664000,8
2007,7,2007-07-01,"MAZCU1","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",67000,73700,536000,8
2007,7,2007-07-01,"MAZCU1","Bonito","Bonito desv. fco.","Euthynnus alletteratus",320560,352616,2243920,7
2007,7,2007-07-01,"MOLLYN","Atun","Atun ent. fco.","Thunnus spp",43382,43382,303674,7
2007,7,2007-07-01,"MONICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",28309,28309,566180,20
2007,7,2007-07-01,"MONICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",2022,2022,20220,10
2007,7,2007-07-01,"NAIR3","Bonito","Bonito ent. fco.","Euthynnus alletteratus",348366,348366,1564164,4
2007,7,2007-07-01,"SANJOSE","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",36049,36049,612833,17
2007,7,2007-07-01,"SANJOSE","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",33000,33000,198000,6
2007,7,2007-07-01,"SANJOSE","Bonito","Bonito ent. fco.","Euthynnus alletteratus",43093,43093,517116,12
2007,7,2007-07-01,"SANRAFAEL","Bonito","Bonito ent. fco.","Euthynnus alletteratus",29000,29000,290000,10
2007,7,2007-07-01,"SANURIEL","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",631,631,7572,12
2007,7,2007-07-01,"SANURIEL","Bonito","Bonito ent. fco.","Euthynnus alletteratus",63277,63277,759324,12
2007,7,2007-07-01,"TAMARA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",2209,2209,11045,5
2007,7,2007-07-01,"TAMARA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",140,140,700,5
2007,7,2007-07-01,"TAMARA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",337132,337132,1685660,5
2007,7,2007-07-01,"VICTORIAEUGENIA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",70,77,2310,33
2007,7,2007-07-01,"VIZCAINO","Barrilete","Barrilete negro ent. fco.","Katsuwonus pelamis",26000,26000,156000,6
2007,7,2007-07-01,"WESTERLY","Atun","Atun ent. fco.","Thunnus spp",42928,42928,292685,7
2007,8,2007-08-01,"AGUILADESCALZA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",115822,115822,579110,5
2007,8,2007-08-01,"AGUILADESCALZA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",228884,228884,1144420,5
2007,8,2007-08-01,"ARKOSIICHIAPAS","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",364437,364437,2915496,8
2007,8,2007-08-01,"ARKOSIICHIAPAS","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",354407,354407,2480849,7
2007,8,2007-08-01,"ASDEOROS","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",190,209,6270,33
2007,8,2007-08-01,"ATUN1","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",320543,320543,2564344,8
2007,8,2007-08-01,"ATUN1","Bonito","Bonito ent. fco.","Euthynnus alletteratus",21080,21080,105400,5
2007,8,2007-08-01,"ATUN7","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",13000,13000,117000,9
2007,8,2007-08-01,"ATUN7","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",157000,157000,1884000,12
2007,8,2007-08-01,"ATUN7","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",60000,60000,540000,9
2007,8,2007-08-01,"ATUN7","Bonito","Bonito ent. fco.","Euthynnus alletteratus",10000,10000,90000,9
2007,8,2007-08-01,"AZTECA1","Atun","Albacora ent. fca.","Thunnus alalunga",337,337,1685,5
2007,8,2007-08-01,"AZTECA1","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",47762,47762,238810,5
2007,8,2007-08-01,"AZTECA1","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",189250,189250,946250,5
2007,8,2007-08-01,"AZTECA1","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",602,602,3010,5
2007,8,2007-08-01,"AZTECA1","Bonito","Bonito ent. fco.","Euthynnus alletteratus",60012,60012,300060,5
2007,8,2007-08-01,"AZTECA4","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",229380,229380,1146900,5
2007,8,2007-08-01,"AZTECA4","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",228509,228509,1142545,5
2007,8,2007-08-01,"AZTECA4","Bonito","Bonito ent. fco.","Euthynnus alletteratus",456160,456160,2280800,5
2007,8,2007-08-01,"AZTECA5","Atun","Albacora ent. fca.","Thunnus alalunga",199,199,995,5
2007,8,2007-08-01,"AZTECA5","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",309672,309672,1548360,5
2007,8,2007-08-01,"AZTECA5","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",271514,271514,1357570,5
2007,8,2007-08-01,"AZTECA5","Bonito","Bonito ent. fco.","Euthynnus alletteratus",168905,168905,844525,5
2007,8,2007-08-01,"AZTECA7","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",82527,82527,412635,5
2007,8,2007-08-01,"AZTECA7","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",158051,158051,790255,5
2007,8,2007-08-01,"AZTECA7","Bonito","Bonito ent. fco.","Euthynnus alletteratus",416607,416607,2083035,5
2007,8,2007-08-01,"BONNIE","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",43000,43000,344000,8
2007,8,2007-08-01,"BONNIE","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",127000,127000,1256000,10
