"year","month","date","shipname","category","commodity","species","landings","catches","value","price"
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",3600,3600,18000,5
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",3600,3600,32400,9
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",9300,9300,58500,6
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",11230,11230,56150,5
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",19330,19330,96650,5
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",20184,20184,121104,6
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",29504,29504,144681,5
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",36275,36275,214700,6
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",69136,69136,356811,5
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",84303,84303,421515,5
2002,1,2002-01-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",363246,363246,2172143,6
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito desv. y desc. fco.","Euthynnus alletteratus",26,32.5,182,7
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",300,300,1500,5
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",370,370,7750,21
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",450,450,1350,3
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",688,688,1376,2
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",785,785,7850,10
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",1800,1800,18000,10
2002,1,2002-01-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",2682,2682,2682,1
2002,2,2002-02-01,"ELPANZAS","Atun","Atun ent. fco.","Thunnus spp",50,50,350,7
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",10,10,100,10
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",1432,1432,21480,15
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",3828,3828,68904,18
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",4250,4250,21250,5
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",75,82.5,1125,15
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",33990,37389,271920,8
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",80,80,1120,14
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",120,120,1200,10
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",306,306,2754,9
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",408,408,7344,18
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",32000,32000,224000,7
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",32136,32136,192816,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",60040,60040,360240,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",72086,72086,432516,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",114000,114000,912000,8
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",122000,122000,732000,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",130500,130500,1305000,10
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",230328,230328,1381968,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",349480,349480,1961400,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",99695,99695,1595120,16
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun desv. fco.","Thunnus spp",195,214.5,1640,8
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",25,25,200,8
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",40,40,400,10
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",130,130,1300,10
2002,2,2002-02-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",400,400,2000,5
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",30,30,173,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",40,40,400,10
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",90,90,270,3
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",325,325,1300,4
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",395,395,3240,8
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",500,500,2500,5
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",700,700,3500,5
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",2000,2000,6000,3
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",2046,2046,6138,3
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",3110,3110,15550,5
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",3600,3600,18000,5
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",5000,5000,13000,3
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",6100,6100,61000,10
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",7581,7581,30324,4
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",9285,9285,77820,8
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",27783,27783,138915,5
2002,2,2002-02-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",255712,255712,1456712,6
2002,2,2002-02-01,"EMBARCACIONGENERICA","Bonito","Bonito desv. y desc. fco.","Euthynnus alletteratus",136,170,952,7
2002,2,2002-02-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",20,20,160,8
2002,2,2002-02-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",81,81,81,1
2002,2,2002-02-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",170,170,4500,26
2002,2,2002-02-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",700,700,7500,11
2002,2,2002-02-01,"GUAYMAS","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",90000,90000,9e+05,10
2002,2,2002-02-01,"PERLANEGRA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",72,72,1296,18
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",160,160,1280,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",450,450,3600,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",585,585,11388,19
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",3770,3770,18850,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",242,266.2,3630,15
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",109270,120197,983430,9
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",189941,208935.1,759764,4
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",168,168,3192,19
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",193,193,2892,15
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",253,253,2024,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",668,668,9155,14
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",58890,58890,353340,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",71050,71050,710500,10
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",72720,72720,436320,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",117613,117613,705678,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",150000,150000,750000,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",164814,164814,988884,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",213000,213000,1807000,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",338226,338226,1691130,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",631238,631238,5049904,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",56950,56950,911200,16
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",50,50,400,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",82,82,2050,25
2002,3,2002-03-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",115,115,1725,15
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",37,37,211,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",50,50,300,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",80,80,480,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",175,175,2625,15
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",180,180,1340,7
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",200,200,600,3
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",700,700,0,0
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",700,700,3500,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",800,800,4000,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",963,963,4815,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1500,1500,10500,7
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1724,1724,5172,3
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1923,1923,7892,4
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",8260,8260,74340,9
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",9290,9290,74700,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",13248,13248,66240,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",13455,13455,138965,10
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",14000,14000,42000,3
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",33142,33142,185150,6
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",35455,35455,283640,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",53710,53710,483390,9
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",79879,79879,399395,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",119941,119941,609963,5
2002,3,2002-03-01,"EMBARCACIONGENERICA","Bonito","Bonito desv. y desc. fco.","Euthynnus alletteratus",228,285,1596,7
2002,3,2002-03-01,"EMBARCACIONGENERICA","Bonito","Bonito desv. y desc. fco.","Euthynnus alletteratus",286,357.5,1144,4
2002,3,2002-03-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",510,510,4260,8
2002,3,2002-03-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",968,968,24200,25
2002,3,2002-03-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",1930,1930,3860,2
2002,3,2002-03-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",12082,12082,12082,1
2002,3,2002-03-01,"GUAYMAS","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",24642,24642,246420,10
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",360,360,4320,12
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",2026,2026,38200,19
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",2145,2145,32175,15
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",3100,3100,15500,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",650,650,13000,20
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",9639,9639,240975,25
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",59000,59000,413000,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",102064,102064,612384,6
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",148894,148894,1191152,8
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",206320,206320,1237920,6
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",233937,233937,1403622,6
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",287239,287239,2034604,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",348052,348052,1740260,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",357020,357020,2587031,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun desv. fco.","Thunnus spp",20,22,160,8
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",30,30,750,25
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",110,110,770,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",120,120,840,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",333,333,2331,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",400,400,6000,15
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",550,550,11000,20
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",1200,1200,7200,6
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",3300,3300,16500,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",3433,3433,23385,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",95000,95000,760000,8
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",45,45,225,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",105,105,830,8
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",110,110,660,6
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",140,140,560,4
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",230,230,1150,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",235,235,1780,8
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",250,250,750,3
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",400,400,4000,10
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",446,446,1784,4
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",500,500,1500,3
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",560,560,9850,18
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",700,700,0,0
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1020,1020,5100,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1300,1300,2600,2
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",1330,1330,6650,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",2000,2000,6000,3
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",3364,3364,16820,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",6230,6230,31150,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",7322,7322,58576,8
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",12540,12540,62700,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",39318,39318,225915,6
2002,4,2002-04-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",140074,140074,700370,5
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito desv. fco.","Euthynnus alletteratus",13,14.3,130,10
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito desv. y desc. fco.","Euthynnus alletteratus",21,26.25,147,7
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito desv. y desc. fco.","Euthynnus alletteratus",187,233.75,748,4
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",447,447,894,2
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",486,486,486,1
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",634,634,1902,3
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",800,800,6500,8
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",1525,1525,39875,26
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",3780,3780,37800,10
2002,4,2002-04-01,"EMBARCACIONGENERICA","Bonito","Bonito ent. fco.","Euthynnus alletteratus",20694,20694,41388,2
2002,4,2002-04-01,"GUAYMAS","Atun","Atun aleta amarilla desv. fco.","Thunnus albacares",43000,47300,387000,9
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",50,50,250,5
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",250,250,3750,15
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",350,350,2100,6
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",2398,2398,35970,15
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",2722,2722,32664,12
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Albacora ent. fca.","Thunnus alalunga",3349,3349,33490,10
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla desv, desc fco","Thunnus albacares",50,60,1750,35
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",25,25,250,10
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",73,73,730,10
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",88,88,616,7
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",210,210,630,3
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",925,925,6475,7
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",49747,49747,497470,10
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",105469,105469,527345,5
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",130000,130000,780000,6
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",232000,232000,1624000,7
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",238410,238410,2384100,10
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",302253,302253,2418024,8
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",321162,321162,2304856,7
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",410227,410227,3281816,8
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta amarilla ent. fco.","Thunnus albacares",622550,622550,4980400,8
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",150,150,2250,15
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun aleta azul ent. fco.","Thunnus orientalis",49555,49555,495550,10
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",38,38,380,10
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",46,46,1840,40
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",100,100,500,5
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",250,250,3750,15
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",380,380,3040,8
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",1000,1000,15000,15
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",2000,2000,12000,6
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",2404,2404,60100,25
2002,5,2002-05-01,"EMBARCACIONGENERICA","Atun","Atun ent. fco.","Thunnus spp",3125,3125,15625,5
2002,5,2002-05-01,"EMBARCACIONGENERICA","Barrilete","Barrilete ent. fco.","Katsuwonus pelamis",55,55,198,4
